Source,Target,Score
RE-508,MissionPlanningPersistenceProvider,0.0000
RE-508,FollowTheLeaderNed,0.0000
RE-508,LogCleaner,0.0000
RE-508,FlightRoutePersistenceProvider,0.0000
RE-508,DroneCollector,0.0000
RE-508,IFileChangeNotifyable,0.0000
RE-508,IMissionTask,0.0000
RE-508,AreaMappingPersistenceProvider,0.0000
RE-508,IRemoteConnectionServiceInstance,0.0000
RE-508,IUAVProxy,0.0000
RE-508,SendToSubscriberCallable,0.0000
RE-679,FlightRouteInfo,0.0000
RE-679,JSONMissionPlanReader,0.0000
RE-679,FollowTheLeaderNed,0.0000
RE-679,LogCleaner,0.0000
RE-679,FlightRoutePersistenceProvider,0.0000
RE-679,DroneCollector,0.0000
RE-679,IRemoteConnectionServiceInstance,0.0000
RE-679,DronologyServiceException,0.0000
RE-596,MissionPlanningPersistenceProvider,0.0000
RE-596,FollowTheLeaderNed,0.0000
RE-596,FlightRoutePersistenceProvider,0.0000
RE-596,DroneCollector,0.0000
RE-596,IUAVProxy,0.0000
RE-596,SendToSubscriberCallable,0.0000
RE-594,MissionPlanningPersistenceProvider,0.0000
RE-594,FollowTheLeaderNed,0.0000
RE-594,FlightRoutePersistenceProvider,0.0000
RE-594,DroneCollector,0.0000
RE-594,IUAVProxy,0.0000
RE-594,SendToSubscriberCallable,0.0000
RE-8,IdentifierCreator,0.0000
RE-8,SetVelocityCommand,0.0000
RE-595,GetSnapshotMessage,0.0000
RE-595,IMissionPlanningRemoteService,0.0000
RE-595,TakeoffCommand,0.0000
RE-595,IdentifierCreator,0.0000
RE-595,SetVelocityCommand,0.0000
RE-637,MissionPlanningPersistenceProvider,0.0000
RE-637,AllocationInformation,0.0000
RE-637,FollowTheLeaderNed,0.0000
RE-637,LogCleaner,0.0000
RE-637,FlightRoutePersistenceProvider,0.0000
RE-637,DroneCollector,0.0000
RE-637,IFileChangeNotifyable,0.0000
RE-637,IMissionTask,0.0000
RE-637,AreaMappingPersistenceProvider,0.0000
RE-637,IRemoteConnectionServiceInstance,0.0000
RE-637,IUAVProxy,0.0000
RE-637,SendToSubscriberCallable,0.0000
RE-714,MissionPlanningPersistenceProvider,0.0000
RE-714,FollowTheLeaderNed,0.0000
RE-714,LogCleaner,0.0000
RE-714,FlightRoutePersistenceProvider,0.0000
RE-714,DroneCollector,0.0000
RE-714,IFileChangeNotifyable,0.0000
RE-714,IMissionTask,0.0000
RE-714,AreaMappingPersistenceProvider,0.0000
RE-714,IRemoteConnectionServiceInstance,0.0000
RE-714,IUAVProxy,0.0000
RE-714,SendToSubscriberCallable,0.0000
RE-766,AFControlsComponent,0.0000
RE-766,MissionPlanningPersistenceProvider,0.0000
RE-766,AbstractRMIRemoteObject,0.0000
RE-766,ISimulatorScenario,0.0000
RE-766,FollowTheLeaderNed,0.0000
RE-766,LogCleaner,0.0000
RE-766,FlightRoutePersistenceProvider,0.0000
RE-766,DroneCollector,0.0000
RE-766,IFileChangeNotifyable,0.0000
RE-766,IMissionTask,0.0000
RE-766,AreaMappingPersistenceProvider,0.0000
RE-766,IRemoteConnectionServiceInstance,0.0000
RE-766,RemoteServerProcessListenerAdapter,0.0000
RE-766,SendToSubscriberCallable,0.0000
RE-643,FlightRouteInfo,0.0000
RE-643,JSONMissionPlanReader,0.0000
RE-643,FollowTheLeaderNed,0.0000
RE-643,LogCleaner,0.0000
RE-643,FlightRoutePersistenceProvider,0.0000
RE-643,DroneCollector,0.0000
RE-643,AreaMappingPersistenceProvider,0.0000
RE-643,IRemoteConnectionServiceInstance,0.0000
RE-643,RouteSelectionResult,0.0000
RE-643,DronologyServiceException,0.0000
RE-656,MissionPlanningPersistenceProvider,0.0000
RE-656,FollowTheLeaderNed,0.0000
RE-656,LogCleaner,0.0000
RE-656,FlightRoutePersistenceProvider,0.0000
RE-656,DroneCollector,0.0000
RE-656,IFileChangeNotifyable,0.0000
RE-656,IMissionTask,0.0000
RE-656,AreaMappingPersistenceProvider,0.0000
RE-656,IRemoteConnectionServiceInstance,0.0000
RE-656,IUAVProxy,0.0000
RE-656,SendToSubscriberCallable,0.0000
RE-691,JSONMissionPlanReader,0.0000
RE-691,FollowTheLeaderNed,0.0000
RE-691,LogCleaner,0.0000
RE-691,IFileChangeNotifyable,0.0000
RE-691,SendToSubscriberCallable,0.0000
RE-28,IFlightDirector,0.0000
RE-28,IDrone,0.0000
RE-28,SoloDirector,0.0000
RE-28,StopEveryone,0.0000
RE-616,LlaCoordinate,0.0000
RE-616,AreaMapping,0.0000
RE-616,IFlightDirector,0.0000
RE-616,SimpleCheckerMessageHandler,0.0000
RE-616,SoloDirector,0.0000
RE-616,RuntimeDroneTypes,0.0000
RE-616,DroneFleetManager,0.0000
RE-616,SlowLayer,0.0000
RE-547,LlaCoordinate,0.0000
RE-547,IFlightDirector,0.0000
RE-547,WriteDispatcher,0.0000
RE-547,SimpleCheckerMessageHandler,0.0000
RE-547,RuntimeDroneTypes,0.0000
RE-701,SoloDirector,0.0000
RE-701,CoordinatedTakeoffPattern,0.0000
RE-701,RuntimeDroneTypes,0.0000
RE-701,SlowLayer,0.0000
RE-424,AbstractFileTransmitServiceInstance,0.0000
RE-424,SynchronizationManager,0.0000
RE-424,FlightManagerServiceRemoteFacade,0.0000
RE-424,SlowLayer,0.0000
RE-501,WriteDispatcher,0.0000
RE-501,PriorityPolygonPrimitive,0.0000
RE-501,AbstractFileTransmitServiceInstance,0.0000
RE-501,SynchronizationManager,0.0000
RE-501,DroneSafetyStateManager,0.0000
RE-501,SlowLayer,0.0000
RE-545,LlaCoordinate,0.0000
RE-545,FlightRouteplanningService,0.0000
RE-545,CoordinatedTakeoffPattern,0.0000
RE-545,RuntimeDroneTypes,0.0000
RE-545,MissionUtil,0.0000
RE-545,SlowLayer,0.0000
RE-589,FileManager,0.0000
RE-589,AreaMapping,0.0000
RE-589,RandomRouteSelector,0.0000
RE-589,DroneFleetManager,0.0000
RE-589,IFileTransmitServiceInstance,0.0000
RE-589,RemoteInfo,0.0000
RE-589,AreaMappingGenerator,0.0000
RE-103,AreaMapping,0.0000
RE-103,IFlightDirector,0.0000
RE-103,WriteDispatcher,0.0000
RE-103,SimpleCheckerMessageHandler,0.0000
RE-103,SoloDirector,0.0000
RE-103,CoordinatedTakeoffPattern,0.0000
RE-103,AFMapComponent,0.0000
RE-103,SlowLayer,0.0000
RE-587,LlaCoordinate,0.0000
RE-587,CoordinatedTakeoffPattern,0.0000
RE-587,AMMainLayout,0.0000
RE-587,RuntimeDroneTypes,0.0000
RE-587,MissionUtil,0.0000
RE-587,AFMapComponent,0.0000
RE-587,SlowLayer,0.0000
RE-587,AreaMappingServiceRemoteFacade,0.0000
RE-101,LogCleaner,0.0000
RE-101,RandomRouteSelector,0.0000
RE-101,AFInfoBox,0.0000
RE-101,DroneCollector,0.0000
RE-101,MissionUtil,0.0000
RE-101,IUAVProxy,0.0000
RE-101,AreaMappingServiceRemoteFacade,0.0000
RE-541,AreaMapping,0.0000
RE-541,SoloDirector,0.0000
RE-541,RuntimeDroneTypes,0.0000
RE-541,DroneFleetManager,0.0000
RE-100,DroneSetupServiceRemoteFacade,0.0000
RE-100,JSONMissionPlanReader,0.0000
RE-100,SlowLayer,0.0000
RE-100,AreaMappingServiceRemoteFacade,0.0000
RE-77,IFlightDirector,0.0000
RE-77,FlightRouteplanningService,0.0000
RE-77,FlightRouteInfo,0.0000
RE-77,DroneSimulatorServiceRemoteFacade,0.0000
RE-77,JsonTester2,0.0000
RE-77,JSONMissionPlanReader,0.0000
RE-77,AreaMappingInfo,0.0000
RE-77,MissionController,0.0000
RE-77,AFMapComponent,0.0000
RE-77,SlowLayer,0.0000
RE-36,LlaCoordinate,0.0000
RE-36,CoordinatedTakeoffPattern,0.0000
RE-36,RuntimeDroneTypes,0.0000
RE-36,DroneSafetyStateManager,0.0000
RE-36,SlowLayer,0.0000
RE-709,LlaCoordinate,0.0000
RE-709,FlightRouteplanningService,0.0000
RE-709,DroneSetupServiceRemoteFacade,0.0000
RE-709,CoordinatedTakeoffPattern,0.0000
RE-709,RuntimeDroneTypes,0.0000
RE-709,MissionUtil,0.0000
RE-709,AFMapComponent,0.0000
RE-709,SlowLayer,0.0000
RE-628,LlaCoordinate,0.0000
RE-628,AreaMapping,0.0000
RE-628,CoordinatedTakeoffPattern,0.0000
RE-628,UAVStateMessage,0.0000
RE-628,IFileTransmitServiceInstance,0.0000
RE-628,AreaMappingGenerator,0.0000
RE-628,AreaMappingServiceRemoteFacade,0.0000
RE-706,UAVTypeRegistration,0.0000
RE-706,FlightRouteplanningService,0.0000
RE-706,IUAVMissionDescription,0.0000
RE-706,IFlightRoute,0.0000
RE-706,DroneInitializationInfo,0.0000
RE-706,EmergencyStopCommand,0.0000
RE-706,GeneratedRoutesInfo,0.0000
RE-706,UAVEquipmentTypeRegistration,0.0000
RE-706,IDroneSimulatorServiceInstance,0.0000
RE-706,TakeoffCommand,0.0000
RE-706,ILayer,0.0000
RE-706,IPlanStatusChangeListener,0.0000
RE-706,UAVStateMessage,0.0000
RE-706,DroneConnectorService,0.0000
RE-706,IFlightPlan,0.0000
RE-706,RemoteInfo,0.0000
RE-706,AreaMappingGenerator,0.0000
RE-706,MonitoringDispatchThread,0.0000
RE-706,DummyLockObject,0.0000
RE-508,IFlightDirector,0.0000
RE-508,FlightRouteInfo,0.0000
RE-508,TaskList,0.0000
RE-508,WriteDispatcher,0.0000
RE-508,FlyingFieldDemoScript,0.0000
RE-508,DronologyListenerManager,0.0000
RE-508,ISimulatorScenario,0.0000
RE-508,WaypointGoal,0.0000
RE-508,OpenUniversityDemoScript,0.0000
RE-508,GetSnapshotMessage,0.0000
RE-508,EdgeLla,0.0000
RE-508,DroneSetupServiceRemoteFacade,0.0000
RE-508,JSONMissionPlanReader,0.0000
RE-508,AFMapViewOperations,0.0000
RE-508,DroneInitializationInfo,0.0000
RE-508,AreaMappingInfo,0.0000
RE-508,IMissionPlanningRemoteService,0.0000
RE-508,RandomRouteSelector,0.0000
RE-508,MissionHandler,0.0000
RE-508,SimpleSimulator,0.0000
RE-508,DroneSafetyStateManager,0.0000
RE-508,DroneConnectorService,0.0000
RE-508,IFlightPlan,0.0000
RE-508,MissionPlanningService,0.0000
RE-508,PersistableUAVMissionDescription,0.0000
RE-508,IdentifierCreator,0.0000
RE-508,AFMissionOperations,0.0000
RE-508,SetVelocityCommand,0.0000
RE-508,RemoteConnectionServiceInstance,0.0000
RE-508,DronologyServiceException,0.0000
RE-508,CoordinatedLandingPattern,0.0000
RE-505,AFMapDrones,0.0000
RE-505,IFlightDirector,0.0000
RE-505,PriorityPolygonPrimitive,0.0000
RE-505,DroneSetupServiceRemoteFacade,0.0000
RE-505,AbstractFileTransmitServiceInstance,0.0000
RE-505,DroneSetupService,0.0000
RE-505,RandomRouteSelector,0.0000
RE-549,UAVTypeRegistration,0.0000
RE-549,WriteDispatcher,0.0000
RE-549,IUAVMissionDescription,0.0000
RE-549,IFlightRoute,0.0000
RE-549,EmergencyStopCommand,0.0000
RE-549,UAVEquipmentTypeRegistration,0.0000
RE-549,RandomRouteSelector,0.0000
RE-549,AFInfoBox,0.0000
RE-549,IDroneSimulatorServiceInstance,0.0000
RE-549,TakeoffCommand,0.0000
RE-549,ILayer,0.0000
RE-549,IPlanStatusChangeListener,0.0000
RE-549,MonitoringDispatchThread,0.0000
RE-549,DummyLockObject,0.0000
RE-549,AreaMappingServiceRemoteFacade,0.0000
RE-626,LlaCoordinate,0.0000
RE-626,SimpleCheckerMessageHandler,0.0000
RE-626,SoloDirector,0.0000
RE-626,DroneSafetyStateManager,0.0000
RE-679,UAVTypeRegistration,0.0000
RE-679,WriteDispatcher,0.0000
RE-679,IUAVMissionDescription,0.0000
RE-679,IFlightRoute,0.0000
RE-679,DroneInitializationInfo,0.0000
RE-679,EmergencyStopCommand,0.0000
RE-679,GeneratedRoutesInfo,0.0000
RE-679,UAVEquipmentTypeRegistration,0.0000
RE-679,IDroneSimulatorServiceInstance,0.0000
RE-679,TakeoffCommand,0.0000
RE-679,ILayer,0.0000
RE-679,IPlanStatusChangeListener,0.0000
RE-679,DroneConnectorService,0.0000
RE-679,AreaMappingGenerator,0.0000
RE-679,MonitoringDispatchThread,0.0000
RE-679,AFMapComponent,0.0000
RE-679,DummyLockObject,0.0000
RE-677,AbstractServerService,0.0000
RE-677,SoloDirector,0.0000
RE-677,RuntimeDroneTypes,0.0000
RE-634,LlaCoordinate,0.0000
RE-634,EdgeLla,0.0000
RE-634,RuntimeDroneTypes,0.0000
RE-634,RandomRouteSelector,0.0000
RE-634,AreaMappingServiceRemoteFacade,0.0000
RE-114,LlaCoordinate,0.0000
RE-114,SoloDirector,0.0000
RE-114,CoordinatedTakeoffPattern,0.0000
RE-114,MissionUtil,0.0000
RE-114,SlowLayer,0.0000
RE-510,LlaCoordinate,0.0000
RE-510,RemoteManager,0.0000
RE-510,FlightRouteplanningService,0.0000
RE-510,CoordinatedTakeoffPattern,0.0000
RE-510,RuntimeDroneTypes,0.0000
RE-510,MissionPlanningService,0.0000
RE-510,AFMapComponent,0.0000
RE-510,SlowLayer,0.0000
RE-555,AreaMapping,0.0000
RE-555,AbstractServerService,0.0000
RE-596,FlightRouteInfo,0.0000
RE-596,FlyingFieldDemoScript,0.0000
RE-596,DronologyListenerManager,0.0000
RE-596,ISimulatorScenario,0.0000
RE-596,WaypointGoal,0.0000
RE-596,OpenUniversityDemoScript,0.0000
RE-596,GetSnapshotMessage,0.0000
RE-596,EdgeLla,0.0000
RE-596,DroneInitializationInfo,0.0000
RE-596,IMissionPlanningRemoteService,0.0000
RE-596,AMMainLayout,0.0000
RE-596,RandomRouteSelector,0.0000
RE-596,MissionHandler,0.0000
RE-596,SimpleSimulator,0.0000
RE-596,DroneConnectorService,0.0000
RE-596,IFlightPlan,0.0000
RE-596,PersistableUAVMissionDescription,0.0000
RE-596,IdentifierCreator,0.0000
RE-596,AFMissionOperations,0.0000
RE-596,SetVelocityCommand,0.0000
RE-596,RemoteConnectionServiceInstance,0.0000
RE-596,DronologyServiceException,0.0000
RE-596,CoordinatedLandingPattern,0.0000
RE-597,RemoteManager,0.0000
RE-597,SoloDirector,0.0000
RE-597,RuntimeDroneTypes,0.0000
RE-597,AFMapComponent,0.0000
RE-597,MetricsUtilities,0.0000
RE-630,LlaCoordinate,0.0000
RE-630,DroneSetupServiceRemoteFacade,0.0000
RE-630,CoordinatedTakeoffPattern,0.0000
RE-630,AMMainLayout,0.0000
RE-630,RuntimeDroneTypes,0.0000
RE-630,AFMapComponent,0.0000
RE-630,SlowLayer,0.0000
RE-594,FlightRouteInfo,0.0000
RE-594,FlyingFieldDemoScript,0.0000
RE-594,DronologyListenerManager,0.0000
RE-594,ISimulatorScenario,0.0000
RE-594,WaypointGoal,0.0000
RE-594,OpenUniversityDemoScript,0.0000
RE-594,GetSnapshotMessage,0.0000
RE-594,EdgeLla,0.0000
RE-594,DroneInitializationInfo,0.0000
RE-594,IMissionPlanningRemoteService,0.0000
RE-594,AMMainLayout,0.0000
RE-594,RandomRouteSelector,0.0000
RE-594,MissionHandler,0.0000
RE-594,SimpleSimulator,0.0000
RE-594,DroneConnectorService,0.0000
RE-594,IFlightPlan,0.0000
RE-594,PersistableUAVMissionDescription,0.0000
RE-594,IdentifierCreator,0.0000
RE-594,AFMissionOperations,0.0000
RE-594,SetVelocityCommand,0.0000
RE-594,RemoteConnectionServiceInstance,0.0000
RE-594,DronologyServiceException,0.0000
RE-594,CoordinatedLandingPattern,0.0000
RE-8,UAVEquipmentTypeRegistrationXStreamPersistor,0.0000
RE-8,AbstractItemPersistenceProvider,0.0000
RE-8,MissionController,0.0000
RE-8,AFMapComponent,0.0000
RE-551,AMMainLayout,0.0000
RE-551,RuntimeDroneTypes,0.0000
RE-551,DroneSafetyStateManager,0.0000
RE-595,MissionPlanningPersistenceProvider,0.0000
RE-595,AbstractRMIRemoteObject,0.0000
RE-595,FlightRouteInfo,0.0000
RE-595,ISimulatorScenario,0.0000
RE-595,JSONMissionPlanReader,0.0000
RE-595,FollowTheLeaderNed,0.0000
RE-595,LogCleaner,0.0000
RE-595,UAVTypeRegistrationPersistenceProvider,0.0000
RE-595,GeneratedRoutesInfo,0.0000
RE-595,AreaMappingInfo,0.0000
RE-595,FlightRoutePersistenceProvider,0.0000
RE-595,RandomRouteSelector,0.0000
RE-595,AFInfoBox,0.0000
RE-595,DroneCollector,0.0000
RE-595,IFileChangeNotifyable,0.0000
RE-595,IMissionTask,0.0000
RE-595,IFlightPlan,0.0000
RE-595,IFileTransmitServiceInstance,0.0000
RE-595,MissionController,0.0000
RE-595,RemoteInfo,0.0000
RE-595,AreaMappingGenerator,0.0000
RE-595,AreaMappingPersistenceProvider,0.0000
RE-595,IRemoteConnectionServiceInstance,0.0000
RE-595,SendToSubscriberCallable,0.0000
RE-595,RemoteConnectionServiceInstance,0.0000
RE-595,DronologyServiceException,0.0000
RE-672,LlaCoordinate,0.0000
RE-672,DroneSetupServiceRemoteFacade,0.0000
RE-672,CoordinatedTakeoffPattern,0.0000
RE-672,RuntimeDroneTypes,0.0000
RE-672,SlowLayer,0.0000
RE-25,LlaCoordinate,0.0000
RE-25,FlightRouteplanningService,0.0000
RE-25,SoloDirector,0.0000
RE-25,CoordinatedTakeoffPattern,0.0000
RE-25,RuntimeDroneTypes,0.0000
RE-25,SlowLayer,0.0000
RE-639,LlaCoordinate,0.0000
RE-639,UAVTypeRegistration,0.0000
RE-639,FlightRouteplanningService,0.0000
RE-639,WriteDispatcher,0.0000
RE-639,IUAVMissionDescription,0.0000
RE-639,IFlightRoute,0.0000
RE-639,EmergencyStopCommand,0.0000
RE-639,AMMainLayout,0.0000
RE-639,UAVEquipmentTypeRegistration,0.0000
RE-639,AFInfoBox,0.0000
RE-639,IDroneSimulatorServiceInstance,0.0000
RE-639,TakeoffCommand,0.0000
RE-639,ILayer,0.0000
RE-639,IPlanStatusChangeListener,0.0000
RE-639,IFileTransmitServiceInstance,0.0000
RE-639,MissionController,0.0000
RE-639,MonitoringDispatchThread,0.0000
RE-639,DummyLockObject,0.0000
RE-639,AreaMappingServiceRemoteFacade,0.0000
RE-516,LlaCoordinate,0.0000
RE-516,RemoteManager,0.0000
RE-516,UAVMessageFactory,0.0000
RE-516,DroneSimulatorServiceRemoteFacade,0.0000
RE-516,SoloDirector,0.0000
RE-516,CoordinatedTakeoffPattern,0.0000
RE-516,DroneConnectorServiceInstance,0.0000
RE-516,SynchronizationManager,0.0000
RE-516,FlightManagerServiceRemoteFacade,0.0000
RE-516,GroundstationConnector,0.0000
RE-516,SlowLayer,0.0000
RE-637,SetGroundSpeedCommand,0.0000
RE-637,AFControlsComponent,0.0000
RE-637,FlightRouteInfo,0.0000
RE-637,WriteDispatcher,0.0000
RE-637,AFFollowBar,0.0000
RE-637,DroneSimulatorServiceRemoteFacade,0.0000
RE-637,DronologyServiceRunner,0.0000
RE-637,FlyingFieldDemoScript,0.0000
RE-637,DronologyListenerManager,0.0000
RE-637,AreaMappingService,0.0000
RE-637,Drone,0.0000
RE-637,DronologyMonitoringManager,0.0000
RE-637,ISimulatorScenario,0.0000
RE-637,WaypointGoal,0.0000
RE-637,OpenUniversityDemoScript,0.0000
RE-637,JsonTester,0.0000
RE-637,GetSnapshotMessage,0.0000
RE-637,EdgeLla,0.0000
RE-637,DroneSetupServiceRemoteFacade,0.0000
RE-637,JSONMissionPlanReader,0.0000
RE-637,AFMapViewOperations,0.0000
RE-637,IDroneConnectorServiceInstance,0.0000
RE-637,DroneInitializationInfo,0.0000
RE-637,FlightInfo,0.0000
RE-637,MonitoringDataHandler3,0.0000
RE-637,AreaMappingInfo,0.0000
RE-637,JSONSendTester,0.0000
RE-637,IMissionPlanningRemoteService,0.0000
RE-637,FlightPlanInfo,0.0000
RE-637,SimpleSimulator,0.0000
RE-637,VirtualDrone,0.0000
RE-637,DroneSafetyStateManager,0.0000
RE-637,DroneConnectorService,0.0000
RE-637,IRemoteServiceListener,0.0000
RE-637,PersistableUAVMissionDescription,0.0000
RE-637,DroneSnapshotInternal,0.0000
RE-637,ArtifactIdentifier,0.0000
RE-637,IMissionPlanningServiceInstance,0.0000
RE-637,SearchConstants,0.0000
RE-637,RouteSelectionResult,0.0000
RE-637,IdentifierCreator,0.0000
RE-637,RemoteServerProcessListenerAdapter,0.0000
RE-637,SetVelocityCommand,0.0000
RE-637,UAVMonitorableMessage,0.0000
RE-637,DronologyServiceException,0.0000
RE-637,CoordinatedLandingPattern,0.0000
RE-759,LlaCoordinate,0.0000
RE-759,AreaMapping,0.0000
RE-759,IFlightDirector,0.0000
RE-759,PriorityPolygonPrimitive,0.0000
RE-759,CoordinatedTakeoffPattern,0.0000
RE-759,RuntimeDroneTypes,0.0000
RE-759,SlowLayer,0.0000
RE-714,FlightRouteInfo,0.0000
RE-714,TaskList,0.0000
RE-714,FlyingFieldDemoScript,0.0000
RE-714,DronologyListenerManager,0.0000
RE-714,ISimulatorScenario,0.0000
RE-714,WaypointGoal,0.0000
RE-714,OpenUniversityDemoScript,0.0000
RE-714,GetSnapshotMessage,0.0000
RE-714,EdgeLla,0.0000
RE-714,JSONMissionPlanReader,0.0000
RE-714,AFMapViewOperations,0.0000
RE-714,IDroneConnectorServiceInstance,0.0000
RE-714,DroneInitializationInfo,0.0000
RE-714,FlightInfo,0.0000
RE-714,AreaMappingInfo,0.0000
RE-714,IMissionPlanningRemoteService,0.0000
RE-714,AMMainLayout,0.0000
RE-714,RandomRouteSelector,0.0000
RE-714,DroneSafetyStateManager,0.0000
RE-714,DroneConnectorService,0.0000
RE-714,IFlightPlan,0.0000
RE-714,MissionPlanningService,0.0000
RE-714,PersistableUAVMissionDescription,0.0000
RE-714,ArtifactIdentifier,0.0000
RE-714,IdentifierCreator,0.0000
RE-714,AFMissionOperations,0.0000
RE-714,SlowLayer,0.0000
RE-714,SetVelocityCommand,0.0000
RE-714,RemoteConnectionServiceInstance,0.0000
RE-714,CoordinatedLandingPattern,0.0000
RE-646,LlaCoordinate,0.0000
RE-646,AreaMapping,0.0000
RE-646,SimpleCheckerMessageHandler,0.0000
RE-646,PriorityPolygonPrimitive,0.0000
RE-646,SoloDirector,0.0000
RE-646,DroneSetupServiceRemoteFacade,0.0000
RE-646,CoordinatedTakeoffPattern,0.0000
RE-646,RuntimeDroneTypes,0.0000
RE-646,DroneSafetyStateManager,0.0000
RE-646,AFMapComponent,0.0000
RE-646,SlowLayer,0.0000
RE-722,ISimulatorScenario,0.0000
RE-722,UAVStatusWrapper,0.0000
RE-722,IFileTransmitServiceInstance,0.0000
RE-722,AbstractFlightPattern,0.0000
RE-722,AFMapComponent,0.0000
RE-722,SlowLayer,0.0000
RE-766,UAVEquipmentTypeRegistrationServiceRemoteFacade,0.0000
RE-766,UAVTypeRegistration,0.0000
RE-766,PlanPool,0.0000
RE-766,WriteDispatcher,0.0000
RE-766,IUAVMissionDescription,0.0000
RE-766,IFlightRoute,0.0000
RE-766,MetricsStatistics,0.0000
RE-766,DroneInitializationInfo,0.0000
RE-766,EmergencyStopCommand,0.0000
RE-766,DroneConnectorServiceInstance,0.0000
RE-766,IFlightRouteplanningServiceInstance,0.0000
RE-766,UAVEquipmentTypeRegistration,0.0000
RE-766,IDroneSimulatorServiceInstance,0.0000
RE-766,UAVStatusWrapper,0.0000
RE-766,TakeoffCommand,0.0000
RE-766,ILayer,0.0000
RE-766,IPlanStatusChangeListener,0.0000
RE-766,UAVStateMessage,0.0000
RE-766,DroneConnectorService,0.0000
RE-766,IFlightPlan,0.0000
RE-766,StopEveryone,0.0000
RE-766,AreaMappingGenerator,0.0000
RE-766,VirtualDroneFleetFactory,0.0000
RE-766,MonitoringDispatchThread,0.0000
RE-766,AFMapComponent,0.0000
RE-766,DummyLockObject,0.0000
RE-766,SupervisorService,0.0000
RE-766,FakePythonGroundstation,0.0000
RE-766,RemoteConnectionServiceInstance,0.0000
RE-766,CoordinatedLandingPattern,0.0000
RE-689,LlaCoordinate,0.0000
RE-689,IDrone,0.0000
RE-689,SoloDirector,0.0000
RE-689,CoordinatedTakeoffPattern,0.0000
RE-689,RuntimeDroneTypes,0.0000
RE-689,SlowLayer,0.0000
RE-643,UAVTypeRegistration,0.0000
RE-643,IFlightDirector,0.0000
RE-643,IUAVMissionDescription,0.0000
RE-643,IFlightRoute,0.0000
RE-643,DroneSimulatorServiceRemoteFacade,0.0000
RE-643,DroneSetupServiceRemoteFacade,0.0000
RE-643,DroneInitializationInfo,0.0000
RE-643,EmergencyStopCommand,0.0000
RE-643,GeneratedRoutesInfo,0.0000
RE-643,UAVEquipmentTypeRegistration,0.0000
RE-643,MissionUtil,0.0000
RE-643,IDroneSimulatorServiceInstance,0.0000
RE-643,TakeoffCommand,0.0000
RE-643,ILayer,0.0000
RE-643,IPlanStatusChangeListener,0.0000
RE-643,DroneConnectorService,0.0000
RE-643,IFileTransmitServiceInstance,0.0000
RE-643,MonitoringDispatchThread,0.0000
RE-643,DummyLockObject,0.0000
RE-681,LlaCoordinate,0.0000
RE-681,AbstractServerService,0.0000
RE-681,FlightRouteplanningService,0.0000
RE-681,CoordinatedTakeoffPattern,0.0000
RE-681,SlowLayer,0.0000
RE-729,LlaCoordinate,0.0000
RE-729,CoordinatedTakeoffPattern,0.0000
RE-729,SynchronizationManager,0.0000
RE-729,DroneFleetManager,0.0000
RE-729,AFMapComponent,0.0000
RE-729,SlowLayer,0.0000
RE-649,DroneSetupServiceRemoteFacade,0.0000
RE-649,AMMainLayout,0.0000
RE-649,RuntimeDroneTypes,0.0000
RE-649,AreaMappingServiceRemoteFacade,0.0000
RE-80,IFlightDirector,0.0000
RE-80,FlightRouteplanningService,0.0000
RE-80,FlightRouteInfo,0.0000
RE-80,WriteDispatcher,0.0000
RE-80,AbstractItemPersistenceProvider,0.0000
RE-80,DroneSimulatorServiceRemoteFacade,0.0000
RE-80,JSONMissionPlanReader,0.0000
RE-80,GroundstationConnector,0.0000
RE-611,FlightRouteplanningService,0.0000
RE-611,CoordinatedTakeoffPattern,0.0000
RE-611,RandomRouteSelector,0.0000
RE-611,AreaMappingServiceRemoteFacade,0.0000
RE-656,UAVEquipmentTypeRegistrationXStreamPersistor,0.0000
RE-656,StateMessageTypeAdapter,0.0000
RE-656,AbstractRegisterableUnit,0.0000
RE-656,FlightRouteInfo,0.0000
RE-656,AFFollowBar,0.0000
RE-656,DronologyServiceRunner,0.0000
RE-656,FlyingFieldDemoScript,0.0000
RE-656,DronologyListenerManager,0.0000
RE-656,AreaMappingService,0.0000
RE-656,MetricsStatistics,0.0000
RE-656,DronologyMonitoringManager,0.0000
RE-656,ISimulatorScenario,0.0000
RE-656,WaypointGoal,0.0000
RE-656,OpenUniversityDemoScript,0.0000
RE-656,GetSnapshotMessage,0.0000
RE-656,EdgeLla,0.0000
RE-656,JSONMissionPlanReader,0.0000
RE-656,AFMapViewOperations,0.0000
RE-656,DroneInitializationInfo,0.0000
RE-656,IAreaMappingServiceInstance,0.0000
RE-656,AreaMappingInfo,0.0000
RE-656,IMissionPlanningRemoteService,0.0000
RE-656,SimpleSimulator,0.0000
RE-656,UAVStatusWrapper,0.0000
RE-656,DistanceChecker,0.0000
RE-656,UAVStateMessage,0.0000
RE-656,DroneConnectorService,0.0000
RE-656,IFlightPlan,0.0000
RE-656,PersistableUAVMissionDescription,0.0000
RE-656,ArtifactIdentifier,0.0000
RE-656,AbstractFlightPattern,0.0000
RE-656,IdentifierCreator,0.0000
RE-656,AFMissionOperations,0.0000
RE-656,SlowLayer,0.0000
RE-656,SetVelocityCommand,0.0000
RE-656,UAVMonitorableMessage,0.0000
RE-656,AreaMappingServiceRemoteFacade,0.0000
RE-656,CoordinatedLandingPattern,0.0000
